Date,Close
2024-04-23 00:00:00-04:00,
2024-04-24 00:00:00-04:00,
2024-04-25 00:00:00-04:00,
2024-04-26 00:00:00-04:00,
2024-04-29 00:00:00-04:00,
2024-04-30 00:00:00-04:00,
2024-05-01 00:00:00-04:00,
2024-05-02 00:00:00-04:00,
2024-05-03 00:00:00-04:00,
2024-05-06 00:00:00-04:00,
2024-05-07 00:00:00-04:00,
2024-05-08 00:00:00-04:00,
2024-05-09 00:00:00-04:00,
2024-05-10 00:00:00-04:00,
2024-05-13 00:00:00-04:00,
2024-05-14 00:00:00-04:00,
2024-05-15 00:00:00-04:00,
2024-05-16 00:00:00-04:00,
2024-05-17 00:00:00-04:00,
2024-05-20 00:00:00-04:00,0.01624352657139193
2024-05-21 00:00:00-04:00,0.01624250681278969
2024-05-22 00:00:00-04:00,0.016517223502860324
2024-05-23 00:00:00-04:00,0.017616320405152843
2024-05-24 00:00:00-04:00,0.01768012140719036
2024-05-28 00:00:00-04:00,0.017152225091102966
2024-05-29 00:00:00-04:00,0.016303005237933155
2024-05-30 00:00:00-04:00,0.016066828967555312
2024-05-31 00:00:00-04:00,0.015635352440716312
2024-06-03 00:00:00-04:00,0.00911058566840141
2024-06-04 00:00:00-04:00,0.00866917294037902
2024-06-05 00:00:00-04:00,0.008723639176598515
2024-06-06 00:00:00-04:00,0.009045593831491821
2024-06-07 00:00:00-04:00,0.009154492846646692
2024-06-10 00:00:00-04:00,0.010223596366024955
2024-06-11 00:00:00-04:00,0.018497163123403163
2024-06-12 00:00:00-04:00,0.019206165906352175
2024-06-13 00:00:00-04:00,0.01916148157244621
2024-06-14 00:00:00-04:00,0.019397250210577997
2024-06-17 00:00:00-04:00,0.019587030974472976
2024-06-18 00:00:00-04:00,0.01998761513560099
2024-06-20 00:00:00-04:00,0.020904995061800675
2024-06-21 00:00:00-04:00,0.021003127149012705
2024-06-24 00:00:00-04:00,0.020139917098890008
2024-06-25 00:00:00-04:00,0.01997319503638305
2024-06-26 00:00:00-04:00,0.020210414981850305
2024-06-27 00:00:00-04:00,0.02018998306863157
2024-06-28 00:00:00-04:00,0.02080101523204949
2024-07-01 00:00:00-04:00,0.021486570375779678
2024-07-02 00:00:00-04:00,0.02159480809819137
2024-07-03 00:00:00-04:00,0.021564841534437565
2024-07-05 00:00:00-04:00,0.02181894006124938
2024-07-08 00:00:00-04:00,0.02155100010477979
2024-07-09 00:00:00-04:00,0.021548040556097575
2024-07-10 00:00:00-04:00,0.020711594934315486
2024-07-11 00:00:00-04:00,0.015890527747738623
2024-07-12 00:00:00-04:00,0.015024984587488157
2024-07-15 00:00:00-04:00,0.015289920999662117
2024-07-16 00:00:00-04:00,0.015011210163793937
2024-07-17 00:00:00-04:00,0.016048103197991076
2024-07-18 00:00:00-04:00,0.016614067289578146
2024-07-19 00:00:00-04:00,0.015647519222101263
2024-07-22 00:00:00-04:00,0.01535434534368202
2024-07-23 00:00:00-04:00,0.015353987649136376
2024-07-24 00:00:00-04:00,0.01701034486681603
2024-07-25 00:00:00-04:00,0.01655469808331753
2024-07-26 00:00:00-04:00,0.016543068099921353
2024-07-29 00:00:00-04:00,0.016036030648463494
2024-07-30 00:00:00-04:00,0.014709695461051796
2024-07-31 00:00:00-04:00,0.014642179869093297
2024-08-01 00:00:00-04:00,0.015075130537860082
2024-08-02 00:00:00-04:00,0.014269247702673614
2024-08-05 00:00:00-04:00,0.017544152961175858
2024-08-06 00:00:00-04:00,0.01748561281960111
2024-08-07 00:00:00-04:00,0.017090682900744593
2024-08-08 00:00:00-04:00,0.01718742415797211
2024-08-09 00:00:00-04:00,0.017221931981948865
2024-08-12 00:00:00-04:00,0.016768496969667097
2024-08-13 00:00:00-04:00,0.017368849113659702
2024-08-14 00:00:00-04:00,0.01655907447130445
2024-08-15 00:00:00-04:00,0.016235865164808613
2024-08-16 00:00:00-04:00,0.01628442713012574
2024-08-19 00:00:00-04:00,0.01627966608408258
2024-08-20 00:00:00-04:00,0.016259860135910256
