Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-22 00:00:00-04:00,164.74210446317437,166.4739172082034,163.99562926284756,165.0605926513672,48116400,0.0,0.0
2024-04-23 00:00:00-04:00,164.5728973951299,166.26490473113174,164.14491040339777,166.1156005859375,49537800,0.0,0.0
2024-04-24 00:00:00-04:00,165.75730653407012,168.50434510258808,165.42887079721268,168.2256622314453,48251800,0.0,0.0
2024-04-25 00:00:00-04:00,168.73327450279362,169.80820075027214,167.3597550998357,169.09158325195312,50558300,0.0,0.0
2024-04-26 00:00:00-04:00,169.081624768213,170.53475474394267,168.38490238817732,168.5043487548828,44838400,0.0,0.0
2024-04-29 00:00:00-04:00,172.55520693212748,175.20270935632288,172.28648678772151,172.68460083007812,68169400,0.0,0.0
2024-04-30 00:00:00-04:00,172.51539602156524,174.16759809934044,169.2010443307548,169.5294952392578,65934800,0.0,0.0
2024-05-01 00:00:00-04:00,168.78303163206596,171.89832652202932,168.31523926242042,168.5043487548828,50383100,0.0,0.0
2024-05-02 00:00:00-04:00,171.69926693100732,172.6049939419865,170.08688513916923,172.21682739257812,94214900,0.0,0.0
2024-05-03 00:00:00-04:00,185.7727942523785,186.1211554309572,181.8015557893833,182.51817321777344,163224100,0.0,0.0
2024-05-06 00:00:00-04:00,181.49300962933657,183.33430600969172,179.57207221815372,180.85601806640625,78569700,0.0,0.0
2024-05-07 00:00:00-04:00,182.5878540948052,184.0310366275269,180.46787458450643,181.54278564453125,77305800,0.0,0.0
2024-05-08 00:00:00-04:00,181.9906634485607,182.20963072654143,180.5972339353124,181.8811798095703,45057100,0.0,0.0
2024-05-09 00:00:00-04:00,181.7020275403552,183.79216432803477,181.25414542501755,183.7025909423828,48983000,0.0,0.0
2024-05-10 00:00:00-04:00,184.28062242398164,184.4699884019168,181.51991222172592,182.43682861328125,50759500,0.25,0.0
2024-05-13 00:00:00-04:00,184.8188384959365,186.4732816834413,184.00157793065927,185.6560211181641,72044800,0.0,0.0
2024-05-14 00:00:00-04:00,186.8819036535792,187.66926595480425,185.6659889969534,186.8021697998047,52393600,0.0,0.0
2024-05-15 00:00:00-04:00,187.28056849688068,190.0113806876588,186.74236879854,189.08450317382807,70400000,0.0,0.0
2024-05-16 00:00:00-04:00,189.83199615864385,190.4598907547877,189.02471179656044,189.2041015625,52845200,0.0,0.0
2024-05-17 00:00:00-04:00,188.87521403256983,190.17086260921997,188.5463175718117,189.2340087890625,41282900,0.0,0.0
2024-05-20 00:00:00-04:00,188.6958217839837,191.2771426664072,188.37688635675943,190.40008544921875,44361300,0.0,0.0
2024-05-21 00:00:00-04:00,190.4499145429012,192.08442053272117,190.28048580582157,191.7057037353516,42309400,0.0,0.0
2024-05-22 00:00:00-04:00,191.6259804985601,192.17414127105863,189.6326796586952,190.26055908203125,34648500,0.0,0.0
2024-05-23 00:00:00-04:00,190.3402701697929,190.3602074339564,186.0048504863481,186.25401306152344,51005900,0.0,0.0
2024-05-24 00:00:00-04:00,188.1875250894915,189.9416242186365,187.41012383078692,189.3436279296875,36294600,0.0,0.0
2024-05-28 00:00:00-04:00,190.868504773859,192.353519283506,188.4665889665476,189.3536071777344,52280100,0.0,0.0
2024-05-29 00:00:00-04:00,188.97487295416656,191.6060292626522,188.8752018363686,189.652587890625,53068000,0.0,0.0
2024-05-30 00:00:00-04:00,190.1210227262773,191.53626445370173,189.99146851693155,190.6492462158203,49947900,0.0,0.0
2024-05-31 00:00:00-04:00,190.7987489600185,191.92496874276912,189.2738751129784,191.6060333251953,75158300,0.0,0.0
2024-06-03 00:00:00-04:00,192.25383098769493,194.33684160969636,191.8751142263389,193.3800506591797,50080500,0.0,0.0
2024-06-04 00:00:00-04:00,193.9880117607724,194.66574186569684,192.38340418619828,193.6989898681641,47471400,0.0,0.0
2024-06-05 00:00:00-04:00,194.7454708275224,196.24044634116564,194.2172473626493,195.21389770507807,54156800,0.0,0.0
2024-06-06 00:00:00-04:00,195.03450583879905,195.84179017422775,193.5195930765027,193.82855224609372,41181800,0.0,0.0
2024-06-07 00:00:00-04:00,193.99798178181692,196.28031956711487,193.48969558531903,196.23048400878903,53103900,0.0,0.0
2024-06-10 00:00:00-04:00,196.2404356269631,196.6391048667748,191.50634675889475,192.4730987548828,97262100,0.0,0.0
2024-06-11 00:00:00-04:00,193.00133588013964,206.46609195915696,192.9814138224934,206.45611572265625,172373300,0.0,0.0
2024-06-12 00:00:00-04:00,206.6753885384406,219.46241499269527,206.20696163392407,212.35630798339844,198134300,0.0,0.0
2024-06-13 00:00:00-04:00,214.02069454325613,216.02395620562416,210.89121315624297,213.5223693847656,97862700,0.0,0.0
2024-06-14 00:00:00-04:00,213.13367378271624,214.44924427717245,210.59221246372425,211.7782287597656,70122700,0.0,0.0
2024-06-17 00:00:00-04:00,212.65527993528357,218.21659070332572,212.0074632920053,215.94422912597656,93728300,0.0,0.0
2024-06-18 00:00:00-04:00,216.86113841241476,217.8976632564161,212.28651711595563,213.5721893310547,79943300,0.0,0.0
2024-06-20 00:00:00-04:00,213.21341001933183,213.5223844137921,208.15043943546107,208.97764587402344,86172500,0.0,0.0
2024-06-21 00:00:00-04:00,209.6852627905662,211.1802382889184,206.41625091745036,206.79498291015625,246421400,0.0,0.0
2024-06-24 00:00:00-04:00,207.02420349475852,211.98751777765065,205.89798377862783,207.4427947998047,80727000,0.0,0.0
2024-06-25 00:00:00-04:00,208.44940858434205,210.67194975002215,207.91122410230184,208.36968994140625,56713900,0.0,0.0
2024-06-26 00:00:00-04:00,210.79155216910212,214.1402980033581,209.9344322470105,212.5356903076172,66213200,0.0,0.0
2024-06-27 00:00:00-04:00,213.97087836680484,215.01736433595823,211.63872006367092,213.3828582763672,49772700,0.0,0.0
2024-06-28 00:00:00-04:00,215.0472324898511,215.34623061165476,209.5955543096767,209.9144744873047,82542700,0.0,0.0
2024-07-01 00:00:00-04:00,211.37956216985052,216.78140506529675,211.2101334408119,216.02395629882807,60402900,0.0,0.0
2024-07-02 00:00:00-04:00,215.4259559559557,219.64179766849512,214.3794853085834,219.53216552734372,58046200,0.0,0.0
2024-07-03 00:00:00-04:00,219.26308073535037,220.80789184570312,218.29632866276663,220.80789184570312,37369800,0.0,0.0
2024-07-05 00:00:00-04:00,220.90754038733803,225.6914650307592,220.90754038733803,225.5818328857422,60412400,0.0,0.0
2024-07-08 00:00:00-04:00,226.32931907748747,227.08678305881676,222.50218547217585,227.056884765625,59085900,0.0,0.0
2024-07-09 00:00:00-04:00,227.1664984715379,228.631575647805,225.6117264169712,227.9139862060547,48076100,0.0,0.0
2024-07-10 00:00:00-04:00,228.53191911989683,232.2992560750062,228.48208356286247,232.1995849609375,62627700,0.0,0.0
2024-07-11 00:00:00-04:00,230.61492037011672,231.61157070495585,225.0137503547776,226.80772399902344,64710600,0.0,0.0
2024-07-12 00:00:00-04:00,228.1531925563972,231.86073301422448,227.91399100155516,229.76776123046875,53046500,0.0,0.0
2024-07-15 00:00:00-04:00,235.68787221439837,236.43535998230436,232.3092281117703,233.6148376464844,62631300,0.0,0.0
2024-07-16 00:00:00-04:00,234.2128370326029,235.4785872610991,231.55178236868576,234.033447265625,43234300,0.0,0.0
2024-07-17 00:00:00-04:00,228.68140979310064,230.68468664215072,225.88082486496336,228.1133270263672,57345900,0.0,0.0
2024-07-18 00:00:00-04:00,229.50863493701104,229.66810263837596,221.52547133243425,223.42906188964844,66034600,0.0,0.0
2024-07-19 00:00:00-04:00,224.06692564873424,226.0402889661169,222.5320756847993,223.55862426757807,49151500,0.0,0.0
2024-07-22 00:00:00-04:00,226.24957960487183,227.01700459563804,222.34271224556247,223.20980834960935,48201800,0.0,0.0
2024-07-23 00:00:00-04:00,223.61843101438217,226.1798296775016,221.93408951337017,224.25628662109372,39960300,0.0,0.0
2024-07-24 00:00:00-04:00,223.24967028544492,224.04699357799976,216.40268749627205,217.80795288085935,61777600,0.0,0.0
2024-07-25 00:00:00-04:00,218.19665359620475,220.11023564894725,213.9010930254534,216.7614898681641,51391200,0.0,0.0
2024-07-26 00:00:00-04:00,217.96741565742545,218.75477790382115,215.2864239407029,217.2299041748047,41601300,0.0,0.0
2024-07-29 00:00:00-04:00,216.23326096996,218.5654190781,215.0273073866339,217.50897216796875,36311800,0.0,0.0
