Date,returns,volatility
2024-05-20 00:00:00-04:00,0.4536868186935641,0.2976475924799599
2024-05-21 00:00:00-04:00,0.4321782509839757,0.28446346313926235
2024-05-22 00:00:00-04:00,0.4000010494420263,0.2844340803027737
2024-05-23 00:00:00-04:00,0.3287422174256186,0.2254104941582447
2024-05-24 00:00:00-04:00,0.42421820465247967,0.20494287313554777
2024-05-28 00:00:00-04:00,0.38113754856323667,0.1877351106926402
2024-05-29 00:00:00-04:00,0.36247690395327464,0.034580085917122805
2024-05-30 00:00:00-04:00,0.17176563158236288,0.19026519781370949
2024-05-31 00:00:00-04:00,0.38565696622825735,0.1879651205373914
2024-06-03 00:00:00-04:00,0.3550855496612751,0.145813976326651
2024-06-04 00:00:00-04:00,0.41665540558730363,0.11904003681955161
2024-06-05 00:00:00-04:00,0.4958282422268418,0.14122911136901278
2024-06-06 00:00:00-04:00,0.3862295797898206,0.1411509254097491
2024-06-07 00:00:00-04:00,0.36918425236341973,0.1415484658816108
2024-06-10 00:00:00-04:00,0.43699198202603323,0.1464750556232422
2024-06-11 00:00:00-04:00,0.4477634697396595,0.15360353244143338
2024-06-12 00:00:00-04:00,0.49757130345640627,0.18161628387274148
2024-06-13 00:00:00-04:00,0.38608408726295546,0.15813104589015708
2024-06-14 00:00:00-04:00,0.392599621777125,0.15222705839115508
2024-06-17 00:00:00-04:00,0.45918574485099684,0.16106197824740914
2024-06-18 00:00:00-04:00,0.35110620166731343,0.15759582386303522
2024-06-20 00:00:00-04:00,0.3700685554021999,0.15445030527535458
2024-06-21 00:00:00-04:00,0.43496769394517865,0.15969806444856044
2024-06-24 00:00:00-04:00,0.350102674916949,0.1529788286532709
2024-06-25 00:00:00-04:00,0.423767079427023,0.15289844210336007
2024-06-26 00:00:00-04:00,0.39530430452331156,0.15241075999972192
2024-06-27 00:00:00-04:00,0.38821148400698324,0.1494120596740885
2024-06-28 00:00:00-04:00,0.2989986608869358,0.006925882792343796
2024-07-01 00:00:00-04:00,0.5129803888685848,0.05003996859125426
2024-07-02 00:00:00-04:00,0.41307944508135874,0.03897689505406854
2024-07-03 00:00:00-04:00,0.3987428675591733,0.03940433884848116
2024-07-05 00:00:00-04:00,0.46918268727751855,0.024640624058846372
2024-07-08 00:00:00-04:00,0.3615530872398231,0.03120994013372619
2024-07-09 00:00:00-04:00,0.29077511445019943,0.07438415885615368
2024-07-10 00:00:00-04:00,0.4683574949145098,0.08465252016695618
2024-07-11 00:00:00-04:00,0.22701728892858467,0.17011857367045674
2024-07-12 00:00:00-04:00,0.36335477902134566,0.13913794104553073
2024-07-15 00:00:00-04:00,0.3843983305340678,0.13916329402969357
2024-07-16 00:00:00-04:00,0.31890786318911857,0.1523952136466567
2024-07-17 00:00:00-04:00,0.29704344515470793,0.15414554796650787
2024-07-18 00:00:00-04:00,0.3353241503379267,0.1571299559455886
2024-07-19 00:00:00-04:00,0.3334819352304281,0.1618990862494945
2024-07-22 00:00:00-04:00,0.4606100981735772,0.17275620521316432
2024-07-23 00:00:00-04:00,0.40528808166505376,0.17330593130289712
2024-07-24 00:00:00-04:00,0.1590862221841369,0.28164769216782176
2024-07-25 00:00:00-04:00,0.22880058788867044,0.31840631435846883
2024-07-26 00:00:00-04:00,0.4795010350474079,0.34882094749280573
2024-07-29 00:00:00-04:00,0.3999009191313299,0.34298120496873336
2024-07-30 00:00:00-04:00,0.32413148542399434,0.29387748201529956
2024-07-31 00:00:00-04:00,0.31262296970691505,0.2894515031574392
2024-08-01 00:00:00-04:00,0.3606891494166939,0.28412427518216005
2024-08-02 00:00:00-04:00,0.25218575842487767,0.26635506478363974
2024-08-05 00:00:00-04:00,0.17868804843049477,0.3204020547412763
