Date,Close
2024-04-23 00:00:00-04:00,
2024-04-24 00:00:00-04:00,
2024-04-25 00:00:00-04:00,
2024-04-26 00:00:00-04:00,
2024-04-29 00:00:00-04:00,
2024-04-30 00:00:00-04:00,
2024-05-01 00:00:00-04:00,
2024-05-02 00:00:00-04:00,
2024-05-03 00:00:00-04:00,
2024-05-06 00:00:00-04:00,
2024-05-07 00:00:00-04:00,
2024-05-08 00:00:00-04:00,
2024-05-09 00:00:00-04:00,
2024-05-10 00:00:00-04:00,
2024-05-13 00:00:00-04:00,
2024-05-14 00:00:00-04:00,
2024-05-15 00:00:00-04:00,
2024-05-16 00:00:00-04:00,
2024-05-17 00:00:00-04:00,
2024-05-20 00:00:00-04:00,0.014312834634093637
2024-05-21 00:00:00-04:00,0.014034012671107293
2024-05-22 00:00:00-04:00,0.014033391531939554
2024-05-23 00:00:00-04:00,0.012785142450742687
2024-05-24 00:00:00-04:00,0.012352277129510886
2024-05-28 00:00:00-04:00,0.01198835761552486
2024-05-29 00:00:00-04:00,0.008749404893598585
2024-05-30 00:00:00-04:00,0.012041871104022876
2024-05-31 00:00:00-04:00,0.011993226619256482
2024-06-03 00:00:00-04:00,0.011101800514578318
2024-06-04 00:00:00-04:00,0.010535576594631845
2024-06-05 00:00:00-04:00,0.011004834510725925
2024-06-06 00:00:00-04:00,0.011003181007866368
2024-06-07 00:00:00-04:00,0.011011589326252682
2024-06-10 00:00:00-04:00,0.011115779569405775
2024-06-11 00:00:00-04:00,0.011266529985954041
2024-06-12 00:00:00-04:00,0.01185895141986939
2024-06-13 00:00:00-04:00,0.01136227778602708
2024-06-14 00:00:00-04:00,0.011237420841784284
2024-06-17 00:00:00-04:00,0.011424263160349144
2024-06-18 00:00:00-04:00,0.011350959769318788
2024-06-20 00:00:00-04:00,0.011284437293158863
2024-06-21 00:00:00-04:00,0.011395418647822102
2024-06-24 00:00:00-04:00,0.01125331575018439
2024-06-25 00:00:00-04:00,0.01125161412531859
2024-06-26 00:00:00-04:00,0.011241300460462907
2024-06-27 00:00:00-04:00,0.011177881110446259
2024-06-28 00:00:00-04:00,0.00816454921915567
2024-07-01 00:00:00-04:00,0.009076346773467373
2024-07-02 00:00:00-04:00,0.00884238117080436
2024-07-03 00:00:00-04:00,0.008851420884644424
2024-07-05 00:00:00-04:00,0.008539193274442712
2024-07-08 00:00:00-04:00,0.008678123204135385
2024-07-09 00:00:00-04:00,0.009591184956412223
2024-07-10 00:00:00-04:00,0.009808341449442126
2024-07-11 00:00:00-04:00,0.011615814804263977
2024-07-12 00:00:00-04:00,0.01096062565347808
2024-07-15 00:00:00-04:00,0.010961161651623526
2024-07-16 00:00:00-04:00,0.011241001097904576
2024-07-17 00:00:00-04:00,0.011278013218543591
2024-07-18 00:00:00-04:00,0.011341126268384372
2024-07-19 00:00:00-04:00,0.0114419894970545
2024-07-22 00:00:00-04:00,0.011671603559744437
2024-07-23 00:00:00-04:00,0.01168323210393393
2024-07-24 00:00:00-04:00,0.013974485213438973
2024-07-25 00:00:00-04:00,0.014751866622121995
2024-07-26 00:00:00-04:00,0.0153950836732864
2024-07-29 00:00:00-04:00,0.015271584557363358
2024-07-30 00:00:00-04:00,0.01423312232016285
2024-07-31 00:00:00-04:00,0.01413951929533837
2024-08-01 00:00:00-04:00,0.014026857177529441
2024-08-02 00:00:00-04:00,0.013651069068066377
2024-08-05 00:00:00-04:00,0.014794069823912305
2024-08-06 00:00:00-04:00,0.015327513926527373
2024-08-07 00:00:00-04:00,0.014515574744324798
2024-08-08 00:00:00-04:00,0.014489950522224418
2024-08-09 00:00:00-04:00,0.014821689182692046
2024-08-12 00:00:00-04:00,0.014846870104288508
2024-08-13 00:00:00-04:00,0.01566541142949585
2024-08-14 00:00:00-04:00,0.015682443327364175
2024-08-15 00:00:00-04:00,0.015988436186876582
2024-08-16 00:00:00-04:00,0.015967766840916903
2024-08-19 00:00:00-04:00,0.015718763324210218
2024-08-20 00:00:00-04:00,0.01581324214335513
