date,total_value,cash,positions
2026-03-10,94084.75245374434,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-11,93923.19754315827,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-12,93255.96713390952,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-13,92657.04548384945,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-16,94875.83988249981,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-17,94989.94119200317,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-18,93331.45928393216,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-19,92774.8102758966,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-20,91694.48139760012,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
2026-03-23,92451.34091245725,34.10649393127187,"{'AAPL': 44.32678559108919, 'MSFT': 24.80283119231542, 'GOOGL': 29.073329041683877, 'AMZN': 39.39937962863755, 'NVDA': 43.55399423276425, 'TLT': 173.62417053897866, 'BND': 204.63228678828642, 'BTC-USD': 0.13560851939334256, 'ETH-USD': 3.495736489672263}"
