Price,Close,High,Low,Open,Volume
Ticker,MRK,MRK,MRK,MRK,MRK
Date,,,,,
2018-01-02,43.10444641113281,43.51080334224418,42.97410371587375,43.38812966738626,10556504
2018-01-03,43.04310607910156,43.13510979519735,42.9050974398021,43.1121088661734,11090460
2018-01-04,43.74081802368164,44.024501294899636,43.22712236626069,43.27312423047004,15751650
2018-01-05,43.6948127746582,44.00149695422362,43.38812859509279,44.00149695422362,9955057
2018-01-08,43.44179153442383,43.89415333051636,43.31911787636786,43.86348338342456,11642546
2018-01-09,43.549137115478516,43.779149478280694,43.37279256707517,43.556803070348096,11142022
2018-01-10,43.932491302490234,43.986162183597365,43.288456054984536,43.3574588462743,9497395
2018-01-11,44.16249084472656,44.170159862746345,43.82513987619839,43.93247854207962,7447402
2018-01-12,44.97521209716797,45.0902198006121,44.38484473676822,44.430849657239236,12935569
2018-01-16,47.589691162109375,48.90076539424078,46.960987948729205,47.34434386568349,50399682
2018-01-17,47.55903244018555,47.98839031024824,47.451693738958895,47.75837793186082,22940615
2018-01-18,46.86899185180664,47.628034790169586,46.48563587263513,47.53602800649984,20861278
2018-01-19,46.9839973449707,47.137340965459586,46.493302663655754,47.137340965459586,12745671
2018-01-22,46.96099090576172,47.10666548904298,46.554634037324504,46.73097856716791,12835380
2018-01-23,47.30601501464844,47.63570011018948,46.66964575288831,46.79231941937594,11718212
2018-01-24,46.90732192993164,47.62035985531611,46.7386433583478,47.54368805597396,14129241
2018-01-25,46.999332427978516,47.06066926328374,46.73098415666267,46.999332427978516,9853610
2018-01-26,47.56669616699219,47.59736305029139,47.0299965902765,47.14500429924895,11060278
2018-01-29,47.252342224121094,47.64336413708375,47.19867441292675,47.497689547168704,9198191
2018-01-30,46.5009651184082,46.96099288009183,46.33995862023241,46.60830687073299,13666654
2018-01-31,45.42756652832031,46.615967090846226,45.159218310829495,46.592966165364764,15582712
2018-02-01,45.89527130126953,46.263292328406855,45.289571943161896,45.366240691615126,14009664
2018-02-02,44.8985481262207,45.97960716667034,44.68386767003345,45.55024931945176,12852777
2018-02-05,43.242454528808594,45.19756428204356,42.79776169663908,44.676202702899566,20546774
2018-02-06,42.52174377441406,43.52613407703895,41.65536211856556,42.27639949648131,32494498
2018-02-07,42.8437614440918,43.480130710035226,42.238062127549796,42.29939896119683,14349740
2018-02-08,41.962039947509766,43.288449203508335,41.946704974598305,42.96643009814505,21871760
2018-02-09,42.06939697265625,42.483419965719115,40.91166578352439,42.28407749156536,19472364
2018-02-12,42.49873352050781,42.85142254768968,42.13838160512499,42.43739669819209,13259506
2018-02-13,42.092384338378906,42.45273938439926,41.99271466601516,42.34540069213041,17857291
2018-02-14,42.092384338378906,42.24572795461083,41.5710227865332,41.640025574744065,11996142
2018-02-15,42.928096771240234,42.928096771240234,42.03871426640462,42.498738960075116,10584695
2018-02-16,43.158111572265625,43.69481116560824,42.874431398625525,42.912767302803985,12294402
2018-02-20,42.15372848510742,43.043114257178466,42.130727551713356,43.02777927986364,14113416
2018-02-21,41.82404708862305,42.506421456294895,41.82404708862305,42.19206818630337,11244935
2018-02-22,41.83936309814453,42.222719000711095,41.72435847298324,41.86236402317679,11334958
2018-02-23,42.06939697265625,42.169069742311535,41.839384539305414,42.03106105623831,9499177
2018-02-26,42.98176956176758,43.08144229837261,42.1690557595695,42.1690557595695,12725026
2018-02-27,41.954376220703125,42.90509554919323,41.93904124697764,42.86675964745732,9734453
2018-02-28,41.57102966308594,42.29940583036167,41.563363707068596,42.21506805354555,11807606
2018-03-01,41.17233657836914,42.02338326158567,40.95765611993267,41.60169443008612,13648523
2018-03-02,41.67836380004883,41.73203468175033,40.72764436102226,41.00365859439397,9355706
2018-03-05,41.70903778076172,41.94671613090352,41.46369040954676,41.58636409515424,13743577
2018-03-06,41.632354736328125,41.94670482151069,41.26433377872906,41.778029315566656,9716951
2018-03-07,41.7627067565918,41.847047599789434,41.2106782212593,41.279681021886766,12817564
2018-03-08,41.98505401611328,42.03105588409131,41.6783697876657,41.801043479044736,7705001
2018-03-09,42.276397705078125,42.314730543799975,41.93904359004809,42.192056877453744,9240006
2018-03-12,42.445072174072266,43.035436496665135,42.353065394023616,42.72875540358496,11269039
2018-03-13,42.45274353027344,42.74409275137984,42.16906026466494,42.73642679588193,12272080
2018-03-14,42.38313293457031,42.8703825256073,42.00415759491945,42.7466361069376,11692222
2018-03-15,42.73116683959961,43.10240606707822,42.45273587301082,42.499140003455736,10560277
2018-03-16,43.056007385253906,43.19522289616305,42.5996927974586,42.684768084136344,22010620
2018-03-19,42.25165939331055,43.06374421915049,41.950026296418976,43.04827514167803,12391762
2018-03-20,42.25938034057617,42.49140406868646,42.042822593569646,42.34445560448463,8153440
2018-03-21,42.298057556152344,42.754372087400625,42.089235861646166,42.35219468171476,10489746
2018-03-22,41.85720443725586,42.52234059037478,41.78759824400837,41.95001578687872,13387990
2018-03-23,41.30807876586914,42.31351591499405,41.25393855810239,42.01188600704031,12408634
2018-03-26,41.79533386230469,41.888145217762165,40.967780114290974,41.80306994556932,10448770
2018-03-27,41.5710563659668,42.197521573731656,41.35449854488777,41.75667603033718,16956535
2018-03-28,42.607421875,42.80077448638233,41.77986812218321,41.80307018819231,13302788
2018-03-29,42.12790298461914,42.85491240355648,42.12790298461914,42.81624435413157,10218524
2018-04-02,41.1998176574707,42.26712842469793,40.96005776123096,42.07377576421979,14041104
2018-04-03,41.83400344848633,41.88040757851114,40.85950125816713,41.25394254729729,9688341
2018-04-04,42.182044982910156,42.298058411965265,41.30035096118717,41.354491179804874,9330030
2018-04-05,42.17430877685547,42.83170888218543,42.10469948794356,42.58421915125772,13074638
2018-04-06,41.26941680908203,42.21298406198276,40.913646614236846,41.98095719877241,13100838
2018-04-09,43.43498229980469,44.409484681677576,42.197517976169195,42.53781911918884,24352376
2018-04-10,43.69020462036133,43.92222838927068,43.342167421017315,43.83715311040258,13481891
2018-04-11,43.46591567993164,43.728877611518506,43.22615890898019,43.35763832879356,9445834
2018-04-12,43.88355255126953,44.23158971338163,43.41950506309316,43.775275216289664,12511967
2018-04-13,44.21611785888672,44.33986426021371,43.806210609955606,44.146511667625084,10536278
2018-04-16,45.36077880859375,45.82482632069955,44.21612291933577,44.68017352340138,23627998
2018-04-17,45.84029006958008,46.37394681086964,45.60053025794117,46.28113546405607,16070451
2018-04-18,45.569602966308594,46.110992790407224,45.31437713002323,45.948575224785635,11779730
2018-04-19,45.35304641723633,45.87897027186093,45.18289585507662,45.56960420795236,11041204
2018-04-20,45.49999237060547,45.84029656788404,45.3685129602705,45.523197529568,10109951
2018-04-23,46.5982551574707,46.88441611270891,45.96405383913711,46.44357055165053,20767587
2018-04-24,46.4744987487793,47.17830613370947,46.227005906080336,46.72199159147826,13974975
2018-04-25,46.11872863769531,46.34301942829944,45.57733878007718,46.3275534435379,14057034
2018-04-26,45.948570251464844,46.47449403483525,45.71654650795891,46.26567235648395,14148105
2018-04-27,45.99497604370117,46.13419153161884,45.87122963043208,45.894431696425066,8034073
2018-04-30,45.53093338012695,46.389422280968816,45.53093338012695,46.13419643595422,13730267
2018-05-01,44.84259033203125,45.817092564761786,43.99183451272553,45.631472944624555,13756782
2018-05-02,44.31666946411133,44.858059285711505,44.10011477225524,44.61056953443025,10921837
2018-05-03,44.49455642700195,44.703378128504475,43.59739640973333,44.192923362631646,11864932
2018-05-04,44.664710998535156,44.78845743217204,43.95317055110323,44.1774613485651,9149983
2018-05-07,44.3785400390625,44.93539890328067,44.14651628529488,44.680173083332264,10513955
2018-05-08,43.899024963378906,44.40947971275444,43.512316632521085,44.37080857047267,10749546
2018-05-09,44.819393157958984,45.175163362397036,43.95316816943845,44.06144552001349,8684042
2018-05-10,44.904457092285156,45.422644737615904,44.80391275931661,44.95859420791177,8624097
2018-05-11,46.165130615234375,46.38168529685817,44.9586015154624,44.98180358192496,13344498
2018-05-14,46.157386779785156,46.46675276726197,45.964034197096886,46.226996059442,9942062
2018-05-15,45.78615188598633,46.25020245667299,45.554128146622794,45.97177149586907,7148932
2018-05-16,46.21153259277344,46.412621282016275,45.716546952766244,45.87896450238856,8941222
2018-05-17,45.68561553955078,46.23473834525004,45.53866396048994,46.04911871544467,8222398
2018-05-18,45.739749908447266,45.98724273326818,44.46361464396945,45.60053442149557,10151242
2018-05-21,45.29890060424805,45.878961476377796,45.159685129188254,45.77068414775772,8882219
2018-05-22,45.206092834472656,45.73974962113559,45.16742169434233,45.46132174094085,9357068
2018-05-23,45.762962341308594,46.010455222195944,45.19063737322693,45.20610335931206,10375619
2018-05-24,45.732025146484375,45.94857986119113,45.48453227712793,45.8248334265129,7261382
2018-05-25,45.70108413696289,45.98724813577512,45.50773150434169,45.73975528187915,6985339
2018-05-29,45.16742706298828,45.546402426135025,44.88126306557791,45.306642565612805,9228269
2018-05-30,46.18833541870117,46.2502086302544,45.26023724540283,45.360781600671814,11572016
2018-05-31,46.0413932800293,46.31208823142708,45.87123960581205,46.11873248617122,12786019
2018-06-01,46.838008880615234,47.03136462514621,46.11099932027583,46.319821050800954,11556925
2018-06-04,47.96719741821289,48.36163882066434,47.317530135340064,47.60369108067895,20410534
2018-06-05,47.479942321777344,48.206951869432835,47.2247164538018,47.95172600145729,13098218
2018-06-06,47.897560119628906,47.90529620030766,47.348437529579044,47.57272821400624,7912190
2018-06-07,47.9439811706543,47.982652309337446,47.5727419496476,47.951714161607086,7910933
2018-06-08,48.40030288696289,48.45444001563521,47.92851925332667,47.959454313716556,10142754
2018-06-11,48.20694351196289,48.61685390179975,48.01359089628656,48.54724770222663,7542666
2018-06-12,48.292030334472656,48.42350976511954,47.95945907749694,48.23789010846257,8308230
2018-06-13,48.408042907714844,48.69420694468139,48.22242324254416,48.39257382929383,9873732
2018-06-14,47.979373931884766,48.61847329539359,47.714379764949946,48.376863624359224,12528211
2018-06-15,48.345680236816406,48.40023886056598,47.714373708174264,48.002749218548125,17246517
2018-06-18,47.53511428833008,47.82348981058768,47.22335738803204,47.815697056525956,9990270
2018-06-19,47.56629180908203,47.78452008261457,47.25453490699606,47.27012041520888,10501589
2018-06-20,47.76113510131836,47.91701509852934,47.37923409351956,47.589669597070326,12757094
2018-06-21,47.683197021484375,47.753341148955315,47.39482152656776,47.753341148955315,9336527
2018-06-22,47.90922927856445,48.25995623000235,47.71438235703483,47.761145119665024,12885998
2018-06-25,47.60526657104492,48.026137651977145,47.262332386535086,47.86246487253559,11057238
2018-06-26,47.324676513671875,47.558493398783206,47.23894375965956,47.410409267684194,12571913
2018-06-27,46.670005798339844,47.605276799052255,46.60765439829235,47.309105311934445,10948770
2018-06-28,46.99733352661133,47.348057291916106,46.75572077500971,46.84924628152963,10691591
2018-06-29,47.30909729003906,47.90922980321767,47.036310350568016,47.17660175585065,14956951
2018-07-02,47.12202835083008,47.1999652211986,46.701154294738096,47.19217246891812,9546337
2018-07-03,47.316890716552734,47.77673180069147,47.19218794404543,47.3402720969159,5106590
2018-07-05,48.04171371459961,48.291116080129896,47.61304687502346,47.8546596035608,9517098
2018-07-06,48.47818374633789,48.71979341104878,48.15863095709136,48.16642682747266,8543191
2018-07-09,48.3379020690918,48.86009462366214,48.322313441051584,48.68083319083993,8724600
2018-07-10,48.556114196777344,48.81331556812556,48.40803006944597,48.62626144162461,11266524
2018-07-11,48.244361877441406,48.47818189455038,48.00275222195962,48.43141602161538,6055344
2018-07-12,48.83670425415039,48.97699253313263,48.43141869480919,48.665238724823965,8424453
2018-07-13,49.015953063964844,49.132863056374994,48.51714208171607,48.532730703875075,7705106
2018-07-16,48.78215408325195,49.06273692158314,48.579511268441216,49.047148293707835,4729938
2018-07-17,48.73537826538086,48.95360653377483,48.680819640354756,48.73537826538086,5292086
2018-07-18,49.054927825927734,49.08610507327385,48.610675420159694,48.78993368690661,6645578
2018-07-19,48.719791412353516,49.05492969690289,48.51714864444053,48.899052801792756,7631641
2018-07-20,48.72758865356445,48.74317416241529,48.330095860759535,48.36906586459749,7204686
2018-07-23,48.86008834838867,48.930232491776636,48.71979694575706,48.7665597080157,7266413
2018-07-24,49.429039001464844,49.444627626053276,48.96140519065497,49.023756573153314,9931058
2018-07-25,50.26298904418945,50.32534042754534,49.382276922733276,49.436835551615474,11023598
2018-07-26,49.888877868652344,50.81635581106078,49.87328924474797,50.356514774796466,11677235
2018-07-27,49.48359680175781,49.89667509338064,48.61847021562072,48.673028842839805,8815357
2018-07-30,50.51238250732422,50.582529744247076,49.51476061201872,49.717403338466326,10129130
2018-07-31,51.33855056762695,51.533397469821224,50.56695259737427,50.582541221989324,16184683
2018-08-01,51.04237747192383,51.548981239429025,51.01120022563006,51.21384297897419,7949604
2018-08-02,50.831939697265625,50.995612453401165,50.559152808991456,50.89429107503844,7226379
2018-08-03,51.38530349731445,51.45544762088285,50.63708704916561,50.81634840831349,7333066
2018-08-06,51.611328125,51.81397086071038,51.198249900611486,51.510006757144815,8600202
