Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
2018-01-02,113.85027313232422,114.43902798507212,113.43324364384473,114.20189650589452,6842100
2018-01-03,114.9378433227539,115.03596498053953,113.58043549588488,113.95658931293259,5350500
2018-01-04,114.92964935302734,115.41209738405563,114.65980236686254,114.84787300183096,4837600
2018-01-05,115.87821960449219,115.96816861499984,114.70888246789256,115.0441480959049,6158800
2018-01-08,116.025390625,116.11533962662047,115.23220737725225,115.8700230333537,5129800
2018-01-09,117.865234375,119.12450779233433,116.32792885899377,116.41787785146902,8897000
2018-01-10,117.72625732421875,117.88162494330304,117.19474834270957,117.38281902392202,6558600
2018-01-11,118.39676666259766,118.48671567289149,117.49728903698085,117.85708507815615,4962200
2018-01-12,119.18994903564453,119.7296430931005,118.48671472731984,118.5603184459339,5450600
2018-01-16,120.08944702148438,121.07070106848808,119.41074308233192,119.72965095954117,8804000
2018-01-17,120.18756866455078,121.28331461957028,118.96099798665378,120.89080301897128,10619700
2018-01-18,120.13851165771484,120.56372633323691,119.36168603245213,120.14668430399165,5554800
2018-01-19,120.49829864501953,120.7354301423916,119.729645723993,120.58007501091149,8738800
2018-01-22,121.13609313964844,121.13609313964844,119.97494131596679,120.21207277177609,7010400
2018-01-23,115.97636413574219,120.5637396218039,115.80463872642136,120.17124044277278,17473600
2018-01-24,116.172607421875,117.39099301796672,115.95182119867694,117.34193218554995,13034400
2018-01-25,118.07785034179688,118.2904638839753,116.28706786444512,116.36883174601174,7938800
2018-01-26,118.83834075927734,119.05912696538002,117.85708675495222,118.15963684964439,8065600
2018-01-29,117.48908996582031,118.51941713910588,117.36643791058154,118.44582590596262,8013400
2018-01-30,116.46696472167969,117.60359882507888,116.46696472167969,117.26014806620728,8376100
2018-01-31,112.99987030029297,116.58146068258073,112.92627905396925,116.58146068258073,13137400
2018-02-01,114.49629974365234,115.0278087690242,112.02680035887903,112.46018771244648,9393600
2018-02-02,112.58283233642578,114.77431185421264,112.33752817318175,113.67857833398052,9262500
2018-02-05,106.6217041015625,112.02679293112809,99.88374399617967,111.68335462526028,19954100
2018-02-06,107.7991943359375,108.74774518525312,104.66734949061943,106.31094947125398,19193500
2018-02-07,107.46394348144531,109.1075436875795,107.40671000504688,107.84826995627085,10550400
2018-02-08,103.3263168334961,107.32493683832242,103.12188838237549,107.04691713935577,11680200
2018-02-09,105.91846466064453,107.05508631291254,102.5740183033558,104.27485822012494,15030900
2018-02-12,106.5235824584961,107.38218446200612,104.40570042787995,106.30279623420547,9963900
2018-02-13,106.27008819580078,106.79342451520357,105.23976084890128,105.65680286162615,6339000
2018-02-14,106.0329360961914,106.31095576517856,104.98626353750471,105.84486543509081,6259700
2018-02-15,107.3085708618164,107.34945904437797,105.81215321677813,106.38456281799697,5606400
2018-02-16,108.87855529785156,109.94158541911636,106.98963897452988,107.08777308610361,7970100
2018-02-20,107.01419067382812,109.12389357127289,106.84247777971912,108.64961811581745,6563500
2018-02-21,106.22919464111328,108.2898242760957,106.18830645877094,106.95695936844976,6578000
2018-02-22,106.22919464111328,107.1368573888989,105.87757124575488,106.38456224762132,5732200
2018-02-23,107.95455932617188,108.00362014869138,106.31913202981492,106.37636549698098,5126800
2018-02-26,108.6869888305664,109.78973857640224,107.80642649508859,108.39072639287136,6684400
2018-02-27,108.3577880859375,109.52637518104453,108.30018813531096,108.80218796661616,7158600
2018-02-28,106.88471221923828,108.90093649476981,106.87647468553034,108.58821158705236,7985900
2018-03-01,104.74506378173828,107.08223851779464,104.11962009068549,106.25106362737702,9424000
2018-03-02,106.01241302490234,106.25106297270575,104.44057568913045,104.44057568913045,6910400
2018-03-05,106.81065368652344,107.23036613949215,105.48570394830871,105.85604142027357,5799800
2018-03-06,105.51863861083984,107.14807591887403,105.27175112605428,106.98348844809001,5546500
2018-03-07,106.1934585571289,106.43212108036761,104.73683987345505,104.90966489225619,6391700
2018-03-08,108.67878723144531,108.87629977429071,106.43213699442458,106.43213699442458,6423400
2018-03-09,110.11070251464844,110.12716502917556,108.26729016140987,109.04909007898728,7557800
2018-03-12,109.1478500366211,110.46456235171513,108.89273757494996,110.11069991964717,4942000
2018-03-13,110.5633316040039,111.41919403300926,109.82266910932216,110.11070661679058,9152300
2018-03-14,108.89276123046875,111.67432397772896,108.5471111445539,111.2957739708268,6770600
2018-03-15,109.501708984375,110.47279637218044,109.0161715690816,109.08200906632423,6147200
2018-03-16,110.01192474365234,110.60444961234708,108.71167509219079,109.58399988298649,14233500
