Date,Close,High,Low,Open,Volume,SMA20,EMA20,RSI14,Bollinger_Upper,Bollinger_Lower,MACD,MACD_Signal
2018-01-02,177.6999969482422,177.8000030517578,175.25999450683594,175.85000610351562,2432800,,177.6999969482422,,,,0.0,0.0
2018-01-03,181.0399932861328,181.88999938964844,177.6999969482422,178.0,2561200,,178.01809183756512,,,,0.2664384543046765,0.0532876908609353
2018-01-04,183.22000122070312,184.05999755859375,181.63999938964844,181.92999267578125,2211400,,178.51351177881637,,,,0.6460539622378292,0.1718409451363141
2018-01-05,185.33999633789062,185.89999389648438,183.5399932861328,185.0,2376500,,179.16365316539486,,,,1.1052275010239043,0.35851825631383216
2018-01-08,185.0399932861328,185.60000610351562,183.8300018310547,184.9499969482422,2088000,,179.72330460546516,,,,1.428451796502145,0.5725049643514948
2018-01-09,186.6999969482422,186.97000122070312,183.92999267578125,185.57000732421875,1804300,,180.38775149525344,,,,1.7978334962444649,0.8175706707300889
2018-01-10,187.11000061035156,187.27000427246094,185.07000732421875,185.2100067138672,1664300,,181.02796569669135,,,,2.099453826681014,1.0739473019202739
2018-01-11,188.9199981689453,188.94000244140625,186.19000244140625,187.2899932861328,1600100,,181.77958783690602,,,,2.4562279212792077,1.3504034257920607
2018-01-12,195.0500030517578,195.5,188.99000549316406,189.08999633789062,4246000,,183.04343690498715,,,,3.196763821701211,1.7196755049738908
2018-01-16,192.4600067138672,198.2100067138672,191.7100067138672,195.9199981689453,4595600,,183.94025307726145,,,,3.5339160150582245,2.082523606990758
2018-01-17,196.49000549316406,197.1199951171875,192.77000427246094,194.02000427246094,2969500,,185.13546759306172,,,,4.07927543082252,2.4818739717571106
2018-01-18,196.1999969482422,196.58999633789062,194.05999755859375,196.2100067138672,2539400,,186.1892322935551,,,,4.436929272287102,2.8728850318631087
2018-01-19,195.72999572753906,196.6300048828125,194.64999389648438,196.24000549316406,2343000,,187.097876430125,,,,4.629086124520512,3.2241252503945894
2018-01-22,197.83999633789062,198.0,194.4199981689453,195.6999969482422,1701300,,188.12093546895983,,,,4.8952023836542935,3.5583406770465302
2018-01-23,200.08999633789062,204.4499969482422,199.44000244140625,202.2899932861328,3981000,,189.26084602790561,87.70627490986836,,,5.22739942561202,3.8921524267596284
2018-01-24,197.77999877929688,202.3000030517578,196.52000427246094,201.82000732421875,3250500,,190.0721939089905,79.20445645790818,,,5.24382295038501,4.162486531484705
2018-01-25,197.50999450683594,199.24000549316406,196.07000732421875,198.0800018310547,2574200,,190.78055587069008,76.71025258843105,,,5.175392915861153,4.365067808359995
2018-01-26,201.3000030517578,201.5500030517578,198.25,198.5,2338100,,191.7824079831727,78.07880120373576,,,5.365137668283609,4.565081780344718
2018-01-29,198.22999572753906,200.86000061035156,197.8699951171875,200.11000061035156,1939000,,192.39646395882664,71.14457919738561,,,5.20775604767087,4.693616633809948
2018-01-30,196.89999389648438,197.72999572753906,194.88999938964844,197.25,3343300,192.03249816894532,192.8253715719369,66.52622595544102,206.02367549379554,178.0413208440951,4.919006699725827,4.738694646993125
2018-01-31,199.75999450683594,200.9600067138672,196.75,197.1300048828125,2747600,193.135498046875,193.48581185145107,68.98826663783791,205.78284757357164,180.48814852017836,4.864869718546458,4.763929661303791
