Date,Close,High,Low,Open,Volume,SMA20,EMA20,RSI14,Bollinger_Upper,Bollinger_Lower,MACD,MACD_Signal
2018-01-02,201.07000732421875,201.64999389648438,195.4199981689453,196.10000610351562,10966900,,201.07000732421875,,,,0.0,0.0
2018-01-03,205.0500030517578,206.2100067138672,201.5,202.0500030517578,8591400,,201.4490545363653,,,,0.31749253666978916,0.06349850733395783
2018-01-04,205.6300048828125,207.0500030517578,204.0,206.1999969482422,6029600,,201.847240283646,,,,0.6088900543536795,0.17257681673790218
2018-01-05,209.99000549316406,210.02000427246094,205.58999633789062,207.25,7033200,,202.62274173217153,,,,1.1780603513208803,0.3736735236544978
2018-01-08,212.0500030517578,212.5,208.44000244140625,210.02000427246094,5580200,,203.52057614356067,,,,1.7748965960540204,0.6539181381344024
2018-01-09,209.30999755859375,212.97999572753906,208.58999633789062,212.11000061035156,6125900,,204.07194961165908,,,,2.0037006618910596,0.9238746428857338
2018-01-10,212.52000427246094,213.63999938964844,206.91000366210938,207.57000732421875,5951500,,204.87652624602114,,,,2.4161978227056125,1.2223392788497096
2018-01-11,217.24000549316406,217.75,213.35000610351562,214.2899932861328,7659500,,206.05400046003476,,,,3.088368654935948,1.5955451540669574
2018-01-12,221.22999572753906,222.5500030517578,216.0,217.17999267578125,8199400,,207.4993333426542,,,,3.898092959226858,2.0560547150989374
2018-01-16,221.52999877929688,226.07000732421875,217.1999969482422,224.24000549316406,13516100,,208.83558719376302,,,,4.512001498521215,2.547244071783393
2018-01-17,217.5,221.14999389648438,216.32000732421875,221.0,9123100,,209.6607693657856,,,,4.620083767727891,2.961812010972293
2018-01-18,220.3300018310547,220.5800018310547,216.5500030517578,220.33999633789062,8225300,,210.67688674343026,,,,4.877868212828901,3.3450232513436147
2018-01-19,220.4600067138672,223.49000549316406,218.5,222.75,10548600,,211.60861245490045,,,,5.03461860106313,3.682942321287518
2018-01-22,227.5800018310547,227.7899932861328,221.1999969482422,222.0,17703300,,213.12969715739132,,,,5.668030981807874,4.07996005339159
2018-01-23,250.2899932861328,257.7099914550781,248.02000427246094,255.0500030517578,27705300,,216.66877297917623,89.21286669054196,,,7.911324547391274,4.846232952191526
2018-01-24,261.29998779296875,261.7099914550781,249.30999755859375,250.8800048828125,17352400,,220.9193648662041,90.29946278300312,,,10.4570233466427,5.968391031081762
2018-01-25,269.70001220703125,272.29998779296875,260.2300109863281,263.0,15336400,,225.56514080342572,91.27689358564758,,,13.002435768298938,7.375199978525197
2018-01-26,274.6000061035156,274.6000061035156,268.760009765625,271.489990234375,11021800,,230.23512797486285,91.33716765277677,,,15.23941155742665,8.948042294305488
2018-01-29,284.5899963378906,286.80999755859375,273.9200134277344,274.20001220703125,17529700,,235.41178210467504,92.13521825226245,,,17.61528170655177,10.681490176754744
2018-01-30,278.79998779296875,282.7300109863281,272.70001220703125,277.0,12482900,231.0385009765625,239.5439921702268,88.98237766605081,286.2209384793042,175.85606347382077,18.814093458475952,12.308010833098987
2018-01-31,270.29998779296875,282.2900085449219,269.5799865722656,281.94000244140625,11695100,234.5,242.47313461048793,80.59732294059269,290.44724190933545,178.55275809066455,18.86086513353365,13.61858169318592
2018-02-01,265.07000732421875,271.95001220703125,263.3800048828125,266.4100036621094,9669000,237.50100021362306,244.62521772608133,75.19225387622038,293.2354248000416,181.76657562720453,18.26536455513397,14.547938265575532
2018-02-02,267.42999267578125,270.6199951171875,262.7099914550781,263.0,9123600,240.59099960327148,246.79710105462416,74.75884809682938,295.7349666269468,185.44703257959617,17.778912910015208,15.194133194463468
2018-02-05,254.25999450683594,267.8999938964844,250.02999877929688,262.0,11896100,242.80449905395508,247.50785281197767,65.41396142975918,296.30609805720616,189.302900050704,16.14458298757023,15.384223153084822
2018-02-06,265.7200012207031,266.70001220703125,245.0,247.6999969482422,12595800,245.48799896240234,249.2423431366182,71.22359664779376,297.86669689356626,193.10930103123843,15.594329789181728,15.426244480304202
2018-02-07,264.55999755859375,272.45001220703125,264.3299865722656,266.5799865722656,8981500,248.25049896240233,250.70116736728252,69.75788646984238,298.3746043209153,198.12639360388937,14.892970668803855,15.319589718004133
2018-02-08,250.10000610351562,267.6199951171875,250.0,267.0799865722656,9306700,250.12949905395507,250.64391391359044,61.73768724984359,297.34716480346634,202.9118333044438,13.020248727147703,14.859721519832847
2018-02-09,249.47000122070312,255.8000030517578,236.11000061035156,253.85000610351562,16906900,251.74099884033203,250.532112704744,59.13835024897299,296.3608913215811,207.12110635908292,11.35438073403435,14.15865336267315
2018-02-12,257.95001220703125,259.1499938964844,249.0,252.13999938964844,8534900,253.57699966430664,251.23857932400944,53.62896504083107,295.8720855539485,211.28191377466476,10.596286963592377,13.446180082856996
2018-02-13,258.2699890136719,261.4100036621094,254.6999969482422,257.2900085449219,6855200,255.41399917602538,251.90823738969158,48.40274140263137,294.94992665749794,215.87807169455283,9.907108661199317,12.73836579852546
2018-02-14,266.0,269.8800048828125,260.3299865722656,260.4700012207031,10972000,257.83899917602537,253.25031001924478,48.03566909444284,293.32555704196955,222.35244131008122,9.870891680613283,12.164870974943026
2018-02-15,280.2699890136719,280.5,267.6300048828125,270.0299987792969,10759700,260.83599853515625,255.8236127806188,52.73780069994475,292.9484303585933,228.7235667117192,10.868374461237806,11.905571672201983
2018-02-16,278.5199890136719,281.9599914550781,275.69000244140625,278.7300109863281,8312400,263.7389976501465,257.98517242186193,46.81564923760461,290.5411737013535,236.93682159893945,11.386420805473648,11.801741498856318
2018-02-20,278.54998779296875,285.80999755859375,276.6099853515625,277.739990234375,7769000,266.28749694824216,259.94372626672924,49.86041311039871,287.78016165554374,244.7948322409406,11.664930854656745,11.774379370016403
2018-02-21,281.0400085449219,286.6400146484375,280.010009765625,282.07000732421875,9371100,267.82499771118165,261.9528960075095,56.42807252620881,288.89444590977376,246.7555495125895,11.948837182751902,11.809270932563503
2018-02-22,278.1400146484375,284.5,274.45001220703125,283.8800048828125,8891500,268.66699905395507,263.4945263542645,58.047043898193564,289.9830287024118,247.35096940549835,11.803763286437402,11.808169403338285
2018-02-23,285.92999267578125,286.0,277.80999755859375,281.0,7301800,269.4784980773926,265.6312374325042,60.6763639130277,292.1525989494307,246.80439720535455,12.177008329552507,11.88193718858113
2018-02-26,294.1600036621094,295.6499938964844,287.010009765625,288.75,10268600,270.4564979553223,268.3482627877047,74.41861116625898,295.6122767721274,245.30071913851714,12.98719254936907,12.10298826073872
2018-02-27,290.6099853515625,297.3599853515625,290.5899963378906,294.7699890136719,9416500,270.7574974060059,270.46842684140546,66.8654162139762,296.75530298847855,244.75969182353322,13.190757727593507,12.320542154109678
2018-02-28,291.3800048828125,295.75,290.7799987792969,293.1000061035156,7653500,271.38649826049806,272.46000570249186,68.26975368081784,298.7751294910758,243.99786702992031,13.261350149178554,12.508703753123454
2018-03-01,290.3900146484375,295.25,283.8299865722656,292.75,11932100,272.3909996032715,274.1676256021057,83.61421070615091,301.05575512899355,243.72624407754944,13.086557524610612,12.624274507420887
2018-03-02,301.04998779296875,301.17999267578125,283.2300109863281,284.6499938964844,13345300,274.189998626709,276.7278505726641,86.86391714712083,305.329537617957,243.05045963546098,13.650845405500206,12.82958868703675
2018-03-05,315.0,316.9100036621094,297.6000061035156,302.8500061035156,18986100,276.5684989929199,280.37281718479136,87.8165142068787,312.4412271552221,240.69577083061765,15.050207591880621,13.273712468005524
2018-03-06,325.2200012207031,325.7900085449219,316.5,319.8800048828125,18525800,280.11649932861326,284.6439775691639,89.23004734461718,320.45737096691016,239.77562769031636,16.79033239264072,13.977036452932564
2018-03-07,321.1600036621094,323.739990234375,314.54998779296875,320.0,17132200,282.8884994506836,288.1216943399206,83.77418637546785,326.5467742152104,239.23022468615673,17.638460765853893,14.709321315516831
2018-03-08,317.0,322.9200134277344,314.1300048828125,322.20001220703125,11340100,285.51049957275393,290.8720091646901,75.66736658746174,330.8022470109743,240.21875213453353,17.77008856366342,15.32147476514615
2018-03-09,331.44000244140625,331.44000244140625,320.2300109863281,321.3299865722656,14500200,289.57749938964844,294.7356275719964,81.41025664248036,336.07296101164025,243.08203776765663,18.82261665056467,16.021703142229853
2018-03-12,321.29998779296875,333.9800109863281,318.6000061035156,333.55999755859375,20369200,293.1689987182617,297.26556664066044,72.65499915579387,337.6742563187989,248.66374111772456,18.623854106802128,16.54213333514431
2018-03-13,315.8800048828125,325.8399963378906,313.2799987792969,323.8699951171875,12917200,296.0654983520508,299.03837028277013,67.90707071087324,338.4075363645224,253.72346033957916,17.823527504391052,16.79841216899366
2018-03-14,321.54998779296875,323.8800048828125,317.70001220703125,318.1600036621094,10475100,299.2294982910156,301.18233385517,71.69414214940164,339.0627550473518,259.3962415346794,17.44568019898867,16.927865774992664
2018-03-15,321.0899963378906,323.3999938964844,318.1400146484375,323.1700134277344,5642900,301.98399810791017,303.07830171066723,68.9603123377972,339.70515248687025,264.2628437289501,16.914140339946584,16.92512068798345
2018-03-16,318.45001220703125,324.1099853515625,318.3699951171875,321.4200134277344,7333700,303.89299926757815,304.54227413889237,63.93895081565283,340.84375394202186,266.94224459313443,16.09434097168321,16.758964744723404
2018-03-19,313.4800109863281,317.0,307.3399963378906,315.79998779296875,9925200,305.64100036621096,305.39348717198146,62.91362883645431,340.80217145872535,270.47982927369657,14.872169392370267,16.381605674252775
2018-03-20,317.5,319.5,312.79998779296875,313.260009765625,5991900,307.5885009765625,306.54648839369753,64.22658821182807,340.68587092251164,274.49113103061336,14.065827029128911,15.918449945228001
2018-03-21,316.4800109863281,319.3999938964844,314.510009765625,316.3500061035156,5263900,309.3605010986328,307.4925381644242,64.20560682440464,340.1902793335554,278.53072286371025,13.192416344255093,15.37324322503342
2018-03-22,306.70001220703125,314.1199951171875,305.6600036621094,313.07000732421875,8063300,310.7885009765625,307.4170595018154,53.10611734325467,337.95788419989356,283.6191177532314,11.577608453834443,14.614116270793627
2018-03-23,300.94000244140625,309.3699951171875,300.3599853515625,307.4100036621094,9529900,311.53900146484375,306.80019692463355,41.5055544534083,336.56158304017004,286.51641988951746,9.72101906033447,13.635496828701795
2018-03-26,320.3500061035156,321.0299987792969,302.0,309.3599853515625,11988300,312.84850158691404,308.0906549416699,47.351822891083216,336.7580855407534,288.93891763307465,9.704021747186914,12.849201812398821
2018-03-27,300.69000244140625,322.8999938964844,297.0,322.489990234375,12068600,313.3525024414063,307.3858308940258,40.48349170037884,335.65955175399046,291.0454531288221,8.011798241080385,11.881721098135134
2018-03-28,285.7699890136719,298.79998779296875,281.6099853515625,298.3900146484375,18972900,313.0720016479492,305.32717928637305,36.80161453535807,336.6474211264428,289.4965821694556,5.404479058401819,10.586272690188471
2018-03-29,295.3500061035156,295.3500061035156,275.8999938964844,287.0,19145500,313.32000122070315,304.37697231657705,34.094313722905724,335.97725721244194,290.66274522896435,4.064336001551169,9.28188535246101
2018-04-02,280.2900085449219,292.8699951171875,275.04998779296875,291.94000244140625,13405800,312.2820022583008,302.0829757668956,32.677202199576314,338.8676999678174,285.6963045487842,1.7666818241131068,7.7788446467914305
2018-04-03,283.6700134277344,291.25,278.010009765625,285.45001220703125,12694900,310.7155029296875,300.3293603060231,36.15576585016242,340.1647519524391,281.2662539069359,0.21602231022944807,6.266280179479034
2018-04-04,288.94000244140625,290.30999755859375,271.2200012207031,273.6300048828125,12914000,308.90150299072263,299.2446595570119,35.93548373510119,339.0501061993167,278.75289978212857,-0.5809456760272838,4.896835008377771
2018-04-05,293.9700012207031,299.1600036621094,289.1099853515625,293.1499938964844,10655200,307.54200286865233,298.7423111440301,38.746889992868255,337.8150442127381,277.2689615245666,-0.7974768660448603,3.757972633493245
2018-04-06,288.8500061035156,298.8500061035156,285.6499938964844,289.1000061035156,11444800,306.13450317382814,297.8001868544573,37.965521442827686,337.1641556425339,275.1048507051224,-1.3664684132583602,2.733084424142924
2018-04-09,289.92999267578125,299.54998779296875,289.1199951171875,291.7699890136719,9853600,304.0590026855469,297.05064455172624,40.112511951159576,333.4727504570045,274.64525491408926,-1.7105344468971566,1.8443606499349081
2018-04-10,298.07000732421875,298.95001220703125,291.69000244140625,297.67999267578125,10660500,302.8975036621094,297.14772672053505,42.11509243943918,331.2605097705437,274.53449755367507,-1.3112626842385566,1.2132359831002153
