Date,Close,High,Low,Open,Volume,SMA20,EMA20,RSI14,Bollinger_Upper,Bollinger_Lower,MACD,MACD_Signal
2018-01-02,95.98139953613281,96.01244460698173,92.83039886048985,93.1641259705635,5413000,,95.98139953613281,,,,0.0,0.0
2018-01-03,98.10794067382812,98.32525024452816,96.15990544292423,96.35393269122663,5655600,,96.18392726353237,,,,0.1696386092748554,0.03392772185497108
2018-01-04,98.74435424804688,100.07925680250233,98.34077423754943,98.57360931447042,5473100,,96.42777745253375,,,,0.3513811824703197,0.0974184139780408
2018-01-05,99.04701232910156,99.85416623354914,97.61120623757778,99.20223172866278,3699200,,96.67722839315925,,,,0.5139114080213005,0.18071701278669278
2018-01-08,100.25,100.52164289211763,99.14016387221459,99.4273263392786,3243000,,97.01749235571552,,,,0.7313581920087557,0.2908452486311054
2018-01-09,100.20342254638672,100.89415900743062,100.00939531752628,100.29655182664543,2957700,,97.32091427863658,,,,0.8896723348216966,0.4106106658692237
2018-01-10,100.73117065429688,101.25117404763238,99.72223854091469,99.74552086091691,2927900,,97.64570060012804,,,,1.0456684799948022,0.5376222286943394
2018-01-11,103.5794906616211,103.8200825064449,100.90967436587106,101.17354852842097,4252300,,98.21082346312738,,,,1.3831876429797205,0.7067353115514157
2018-01-12,104.06846618652344,104.25473663347748,103.2225101112666,103.57175683713102,4212500,,98.76869419868892,,,,1.6708695060742969,0.8995621504559919
2018-01-16,103.12936401367188,104.54964485387025,102.26011391193504,104.31680979371782,4126500,,99.18399608583015,,,,1.8023058977747581,1.0801108999197453
2018-01-17,104.00635528564453,104.23143351111584,102.74906258640024,103.63382630855043,3508800,,99.64326839057438,,,,1.9547034468965876,1.2550294093151138
2018-01-18,103.680419921875,105.18607358822976,103.63385526703698,104.50309373730943,3371100,,100.02775901260301,,,,2.0258268714987935,1.4091889017518497
2018-01-19,103.2845687866211,104.01411301177274,102.38427966441348,103.8899327516445,3891700,,100.33793137203331,,,,2.0268861378591936,1.5327283489733186
2018-01-22,103.11385345458984,103.21475142518389,101.77894488166696,102.8499792080198,3100000,,100.60230490370537,,,,1.990999312790251,1.6243825417367053
2018-01-23,102.50074768066406,103.12162556638569,101.6004581668865,103.12162556638569,2952700,,100.78310897770145,78.3402539168734,,,1.8912846808385524,1.6777629695570746
2018-01-24,102.20579528808594,103.19145702610506,101.01058080584595,102.8421985049091,2862900,,100.91860291202379,71.18776183225378,,,1.7680786138805473,1.6958260984217692
2018-01-25,101.89533233642578,102.42309254685888,100.66909069501426,102.41533572114736,3166800,,101.01162476196683,66.86027856272152,,,1.6266343246627173,1.6819877436699588
2018-01-26,103.00518035888672,103.00518035888672,101.70131117027054,101.83326011260132,2044500,,101.20148719976872,69.49534303281183,,,1.5858138910312505,1.6627529731422173
2018-01-29,101.39088439941406,103.65712137260172,101.36760207563863,103.03623177279374,2753800,,101.21952502830638,55.400441170734815,,,1.406984370581057,1.6115992526299854
2018-01-30,99.42731475830078,101.46848501865075,99.419557932352,101.18131666379333,4124900,101.41765365600585,101.0488383359249,46.890562318968165,105.95757378655381,96.8777335254579,1.094203727967681,1.5081201476975246
2018-01-31,98.81419372558594,100.09477470906468,97.9837573653589,99.73000254612766,5788300,101.55929336547851,100.83601503970213,42.37190883523017,105.52561378325697,97.59297294770005,0.7877681708549602,1.3640497523290118
2018-02-01,92.75279998779297,93.90920088621247,91.63520099153962,92.52772763875626,14405900,101.29153633117676,100.0661850347584,15.691244507024805,106.69979857740717,95.88327408494635,0.05517593282755229,1.10227498842872
2018-02-02,90.39341735839844,92.46562699437406,89.65611024602039,92.3492094586047,9235600,100.87398948669434,99.14496906558126,11.257691546194238,108.09571301217048,93.6522659612182,-0.7076339897134574,0.7402931928002845
